transactionID,customerID,currency,Customer Contract End Date,latlng,text
95,812,$13.95 ,11/9/2023,"61.7983793152, -45.6461776896",switch
96,810,$21.56 ,5/28/2025,"49.1883938816, 110.4344128512",wifi
97,808,$70.08 ,11/11/2023,"-82.2363667456, -6.8642876416",tv
98,806,$23.78 ,12/12/2023,"-4.6129480704, -47.0572173312",cell
99,804,$99.43 ,1/27/2024,"-65.3829856256, 0.7824749568",wifi
100,802,$15.44 ,6/9/2024,"-19.0145277952, 25.708843008",hub
101,800,$22.02 ,12/16/2024,"-76.7255138304, -28.73813504",wifi
102,798,$8.07 ,8/29/2023,"-77.0273047552, -132.5357003776",hub
103,796,$18.59 ,10/5/2024,"-38.0888383488, 83.347513344",switch
104,794,$87.44 ,3/2/2025,"-75.1905175552, -55.6877677568",switch
105,792,$9.57 ,11/19/2023,"-82.17204224, -77.2586015744",switch
106,790,$18.55 ,6/29/2023,"-10.7485299712, 1.2605835264",wifi
107,788,$14.61 ,1/9/2025,"-71.171709952, -24.2324942848",cell
108,786,$63.23 ,4/26/2025,"-43.2307460096, 134.5051411456",tv
109,784,$12.36 ,1/2/2024,"-64.0816485376, -165.1297068032",switch
110,782,$85.60 ,10/4/2023,"54.3709063168, 96.8055586816",hub
111,780,$80.06 ,1/30/2024,"4.3976546304, 130.6815413248",wifi
112,778,$36.95 ,7/1/2024,"19.9651574784, 112.7254156288",cell
113,776,$5.50 ,5/18/2025,"50.3058931712, -168.617772544",tv
114,774,$73.81 ,10/1/2024,"61.9051070464, 123.084169728",wifi
115,772,$72.72 ,12/11/2023,"-36.320773632, -121.7056975872",tv
116,770,$71.76 ,9/17/2023,"64.4982378496, -159.4123941888",switch
117,768,$61.63 ,5/23/2024,"-6.1542612992, 5.6751676416",wifi
118,766,$27.65 ,12/13/2024,"32.7002985472, 114.218587136",hub
119,764,$81.55 ,10/10/2024,"-48.7504949248, 120.6862839808",wifi
120,762,$56.59 ,3/13/2024,"20.8431983616, -29.8759402496",tv
121,760,$12.50 ,6/13/2024,"51.6315416576, 3.704844288",hub
122,758,$3.03 ,5/14/2024,"79.4483341312, -103.046296064",cell
123,756,$80.32 ,5/31/2025,"-3.2157596672, -28.055900672",wifi
124,754,$7.92 ,9/4/2023,"-60.3167816704, 17.615323648",cell
125,752,$72.61 ,4/12/2025,"-68.3583128576, -22.2351314944",switch
126,750,$3.40 ,8/12/2023,"-1.6521962496, 152.2034259968",cell
127,748,$35.81 ,7/19/2024,"-87.0802205696, 137.526084608",hub
128,746,$50.17 ,4/17/2024,"-17.3296986112, -29.6407732224",switch
129,744,$40.24 ,12/22/2023,"-4.9045787648, -122.494331904",hub
130,742,$71.55 ,5/24/2024,"83.7469908992, -134.8177385472",tv
131,740,$56.92 ,9/30/2023,"-89.2066919424, 54.7215499264",hub
132,738,$31.36 ,7/2/2024,"-8.4209383424, 22.5849406464",tv
133,736,$14.41 ,4/9/2025,"12.3368409088, -83.005988864",switch
134,734,$0.08 ,3/14/2024,"86.1355416576, -151.2937261056",switch
135,732,$81.30 ,2/14/2025,"1.618217984, 135.4902847488",wifi
136,730,$51.24 ,1/18/2024,"-18.049957376, 128.750511616",cell
137,728,$34.44 ,6/5/2025,"30.1400275968, -66.5386047488",wifi
138,726,$91.98 ,7/26/2023,"-88.8396123136, -150.137904128",hub
139,724,$92.93 ,9/1/2024,"-30.1649325056, -56.1712462848",hub
140,722,$13.96 ,6/4/2024,"-17.794087424, -81.0882223104",
141,720,$8.19 ,1/24/2025,"-60.5112783872, -24.2638633984",wifi
142,718,$46.37 ,2/20/2025,"59.1357259776, 48.7984411648",wifi
143,716,$57.44 ,10/27/2024,"27.8424200192, -80.3342943232",hub
144,714,$13.96 ,4/20/2024,"18.61954048, 81.061651968",switch
145,712,$65.95 ,11/6/2023,"18.5884964864, 55.7435782144",switch
146,710,$43.36 ,5/17/2024,"69.311346688, -8.7321894912",hub
147,708,$16.31 ,7/20/2024,"-86.2625108992, -128.3993049088",cell
148,706,$56.74 ,11/28/2024,"34.9151422464, 3.7362567168",switch
149,704,$99.56 ,10/18/2024,"5.8368029696, 28.4258202624",hub
150,702,$78.24 ,8/3/2023,"-81.6965226496, 27.4174139392",
151,700,$28.27 ,11/9/2024,"30.343041024, -9.922016768",cell
152,698,$55.77 ,1/23/2024,"-30.9804046336, 140.5005792256",
153,696,$99.13 ,9/2/2024,"-82.27017984, -133.4196517888",
154,694,$14.66 ,3/22/2024,"-85.1392541696, 24.7639008256",cell
155,692,$9.87 ,11/29/2024,"57.0514284544, 151.1056854016",cell
156,690,$65.17 ,6/27/2023,"-61.2760933376, 136.4798127104",tv
157,688,$23.12 ,9/5/2023,"26.416935424, 119.1813425152",
158,686,$70.48 ,2/18/2025,"-34.4325633024, 144.6623678464",tv
159,684,$5.12 ,4/26/2024,"78.7885669376, 118.5926811648",
160,682,$81.16 ,6/3/2024,"-9.298331648, 159.4781975552",tv
161,680,$95.65 ,11/18/2023,"25.1385838592, -56.898358784",switch
162,678,$64.13 ,7/29/2023,"-44.4680921088, -54.7835696128",hub
163,676,$64.14 ,9/6/2024,"-2.8958547968, -86.2886219776",switch
164,674,$62.96 ,4/23/2025,"86.794991104, -175.967986176",switch
165,672,$53.81 ,8/9/2023,"40.7696252928, 76.1816904704",tv
166,670,$31.53 ,1/30/2025,"-84.6175996928, -86.2580845568",hub
167,668,$97.17 ,7/2/2024,"81.2910542848, -101.5876353024",hub
168,666,$45.86 ,12/13/2023,"39.8710903808, 81.6561931264",hub
169,664,$87.84 ,11/11/2024,"23.4106129408, 59.2305432576",switch
170,662,$10.03 ,10/28/2023,"37.441143296, -82.9424277504",tv
171,660,$10.80 ,2/15/2025,"56.853456896, -29.4248630272",switch
172,658,$45.49 ,11/27/2024,"-51.5615297536, 16.0030391296",tv
173,656,$30.69 ,1/14/2024,"52.6132993024, 78.2781441024",cell
174,654,$86.99 ,1/28/2024,"-62.9138011136, 174.8035709952",switch
175,652,$7.58 ,12/24/2023,"77.581204992, -95.2247207936",switch
176,650,$5.07 ,8/7/2024,"-31.5942011904, -61.7999739904",tv
177,648,$76.55 ,11/24/2024,"-40.6555884544, -112.0259084288",tv
178,646,$66.20 ,9/22/2023,"-11.4947654656, -152.1029106688",switch
179,644,$87.29 ,4/27/2025,"22.3667668992, -79.1638414336",wifi
180,642,$27.73 ,12/26/2023,"-64.5989015552, 12.015348736",switch
181,640,$51.91 ,8/22/2023,"-20.200986112, 27.5256644608",hub
182,638,$18.64 ,11/2/2023,"-17.860967424, 60.7018819584",hub
183,636,$25.89 ,10/28/2024,"87.4950785024, -168.4338695168",tv
184,634,$53.64 ,5/30/2024,"35.66645504, -158.6350374912",tv
185,632,$39.81 ,7/20/2023,"66.8535744512, 128.5801667584",
186,630,$67.41 ,8/8/2024,"26.716145664, -123.2272765952",hub
187,628,$86.28 ,2/16/2025,"7.3044711424, 107.6647896064",hub
188,626,$25.29 ,11/11/2023,"-58.2581071872, 143.966261248",tv
189,624,$24.69 ,12/8/2023,"87.013890048, -176.1896700928",hub
190,622,$43.70 ,5/18/2024,"4.584206336, -80.8948334592",cell
191,620,$30.31 ,4/10/2025,"57.694510592, -6.0681465856",tv
192,618,$11.64 ,1/9/2025,"-73.5665828864, -2.3078124544",hub
193,616,$37.93 ,1/10/2024,"68.8145995776, 10.7564177408",cell
194,614,$17.02 ,7/8/2024,"25.9721894912, -126.5016451072",wifi
195,612,$13.04 ,7/17/2023,"-44.7625759744, -169.1540744192",tv
196,610,$56.02 ,5/9/2025,"-5.389689856, -124.0882869248",switch
197,608,$58.92 ,12/27/2023,"-43.5741780992, -140.9888579584",tv
198,606,$2.44 ,7/3/2023,"-60.0423119872, -165.6977220608",tv
199,604,$61.37 ,4/27/2024,"-11.1950615552, -81.0783190016",switch
200,602,$68.18 ,3/2/2025,"25.9724859392, 140.265627136",wifi
201,600,$21.11 ,6/16/2024,"-51.0596586496, -80.5895416832",hub
202,598,$2.78 ,8/19/2023,"-34.2151112704, -141.9397942272",tv
203,596,$22.06 ,8/28/2023,"45.1072364544, 9.1842855936",switch
204,594,$60.12 ,7/9/2023,"82.8767545344, -171.2061113344",
205,592,$1.37 ,3/28/2024,"-85.0008139776, 41.2137769984",cell
206,590,$85.54 ,1/3/2025,"63.6930710528, 107.676081152",hub
207,588,$48.89 ,4/10/2024,"47.9199990784, -19.7117267968",hub
208,586,$5.02 ,5/22/2024,"-85.7575885824, -80.550762496",hub
209,584,$72.22 ,4/26/2024,"88.402620928, 89.1765839872",cell
210,582,$40.20 ,11/16/2023,"-77.0219854848, 40.9732184064",tv
211,580,$79.07 ,5/25/2024,"58.212977152, -73.739933184",
212,578,$6.97 ,12/27/2024,"5.5844260864, -18.8601030656",switch
213,576,$52.81 ,7/16/2024,"44.3125023744, 83.9801556992",switch
214,574,$35.65 ,9/7/2024,"38.9927681024, 162.3081063424",switch
215,572,$50.02 ,8/29/2023,"-24.5743540224, 70.962200064",hub
216,570,$95.60 ,2/4/2024,"-72.3594554368, -164.7937789952",
217,568,$41.55 ,11/23/2024,"1.7098238976, 57.8058585088",wifi
218,566,$48.56 ,9/10/2023,"21.452151296, -148.7700691968",hub
219,564,$0.23 ,4/30/2025,"31.6606481408, -65.1433074688",wifi
220,562,$18.30 ,7/15/2024,"-88.2208157696, -86.362749952",wifi
221,560,$82.00 ,12/3/2024,"58.3842568192, 141.8183666688",switch
222,558,$95.60 ,1/18/2024,"21.4778779648, -34.5265482752",tv
223,556,$64.97 ,6/3/2024,"-39.0866798592, -133.6698791936",tv
224,554,$48.93 ,8/30/2024,"17.8403365888, 114.5727428608",wifi
225,552,$82.08 ,6/20/2024,"12.7709041664, 68.930509824",hub
226,550,$79.57 ,7/24/2024,"-43.1987275776, 61.7515902976",hub
227,548,$12.48 ,12/19/2023,"-11.231512064, -138.0950643712",hub
228,546,$10.31 ,11/15/2023,"-48.3274768384, 139.4811675648",switch
229,544,$47.28 ,5/8/2025,"87.5019867136, -118.2362706944",cell
230,542,$43.84 ,11/23/2023,"10.610118144, 5.4989212672",hub
231,540,$34.53 ,6/25/2023,"-33.8099042304, 29.9154430976",tv
232,538,$53.25 ,10/19/2023,"12.5390544896, 87.260573184",tv
233,536,$2.41 ,7/18/2024,"16.3352691712, 114.5667588096",tv
234,534,$16.54 ,12/26/2023,"50.7421923328, 27.3354236928",tv
235,532,$19.24 ,8/18/2024,"-4.215356928, 38.9695550464",cell
236,530,$69.42 ,9/29/2023,"70.9646205952, 167.0676127744",wifi
237,528,$22.74 ,10/5/2023,"-57.9695480832, 67.3770242048",switch
238,526,$85.39 ,8/23/2024,"-41.5078330368, 34.1492608",cell
239,524,$58.65 ,2/13/2025,"87.5776889856, 156.8553919488",tv
240,522,$65.89 ,6/30/2024,"23.9937906688, -156.7018877952",tv
241,520,$77.27 ,10/8/2023,"75.8982614016, -142.5449946112",tv
242,518,$31.73 ,3/28/2025,"-6.1316043776, 167.6127693824",
243,516,$44.75 ,3/24/2025,"-74.68397312, 170.7169435648",hub
244,514,$25.59 ,1/6/2025,"81.736051712, 89.4927706112",hub
245,512,$5.18 ,3/19/2025,"-10.9489867776, 0.9762086912",switch
246,510,$94.45 ,9/7/2023,"-8.9495977984, -156.9460535296",hub
247,508,$35.80 ,7/1/2023,"-57.06802432, -29.81722368",wifi
248,506,$65.45 ,5/29/2025,"-87.43438592, 132.4541208576",cell
249,504,$25.98 ,5/15/2025,"51.9992368128, -12.7783278592",switch
250,502,$22.09 ,8/23/2023,"72.80322816, 109.9976651776",
251,500,$18.56 ,1/8/2024,"-23.0714078208, -30.0549467136",hub
252,498,$54.76 ,5/5/2024,"-48.5305796608, -39.9653777408",tv
253,496,$68.44 ,12/26/2023,"43.870487552, 140.8200599552",wifi
254,494,$78.55 ,9/18/2023,"49.0580025344, 151.0667234304",tv
255,492,$45.19 ,5/18/2025,"-51.9482497024, -103.9721237504",switch
256,490,$61.75 ,12/12/2023,"80.8773769216, 119.6786239488",hub
257,488,$51.57 ,10/7/2023,"15.6933056512, 61.4619355136",tv
258,486,$35.71 ,4/22/2024,"83.2064966656, -168.7036798976",wifi
259,484,$9.37 ,12/16/2024,"-9.9706601472, -3.2236711936",wifi
260,482,$3.93 ,2/14/2025,"7.9188579328, -98.3345975296",wifi
261,480,$81.97 ,7/24/2023,"60.4512275456, 131.6333425664",cell
262,478,$87.17 ,9/20/2023,"55.8938836992, 49.9864065024",
263,476,$57.55 ,10/27/2024,"-11.96709376, 14.9253680128",wifi
264,474,$7.69 ,1/30/2025,"-35.6565214208, 69.9729306624",
265,472,$22.80 ,8/29/2023,"0.772980224, -50.0481137664",switch
266,470,$70.95 ,8/22/2024,"30.1245002752, 71.2753600512",hub
267,468,$37.42 ,1/19/2024,"8.8432771072, -4.6763022336",hub
268,466,$14.85 ,9/20/2024,"-44.245147136, 28.6322020352",tv
269,464,$47.38 ,4/1/2024,"87.7897131008, -102.53765888",wifi
270,462,$83.57 ,4/12/2025,"-21.9201349632, -116.690619904",switch
271,460,$10.30 ,8/13/2024,"-63.9534027776, 1.0925188096",hub
272,458,$98.35 ,10/6/2024,"22.0576764928, 122.2536615936",hub
273,456,$94.48 ,1/23/2024,"-50.5522704384, 32.019158528",cell
274,454,$9.80 ,7/3/2024,"-45.346743808, 72.8579422208",switch
275,452,$91.07 ,7/16/2024,"-47.4565881856, 49.0831881216",cell
276,450,$40.98 ,12/23/2024,"67.7574168576, -50.9731679232",wifi
277,448,$9.31 ,11/12/2024,"20.2472051712, -125.4865744896",hub
278,446,$7.91 ,7/8/2024,"12.5801219072, -95.2519993344",wifi
279,444,$37.32 ,12/13/2024,"-24.9223578624, 27.8896500736",switch
280,442,$38.44 ,2/28/2024,"-22.789709312, -105.6576217088",switch
281,440,$37.44 ,4/8/2024,"66.5142283264, -97.1226247168",hub
282,438,$99.38 ,4/24/2025,"37.6184389632, 86.6678895616",cell
283,436,$88.47 ,8/23/2024,"11.602948608, -60.8434664448",
284,434,$87.01 ,2/8/2025,"18.3432061952, -34.7638894592",switch
285,432,$82.84 ,1/10/2024,"61.9973762048, 165.4202109952",hub
286,430,$53.35 ,3/31/2025,"-11.896771584, -156.1405903872",tv
287,428,$10.83 ,3/9/2025,"-64.980432384, -72.0268607488",tv
288,426,$70.24 ,3/5/2024,"44.957595648, -32.8481508352",wifi
289,424,$92.11 ,8/30/2023,"-2.660516352, 25.3878070272",hub
290,422,$72.08 ,10/30/2024,"-15.3725012992, 1.6043675648",wifi
291,420,$71.77 ,1/7/2025,"69.6422059008, -13.7243237376",switch
292,418,$70.14 ,7/26/2024,"52.1821053952, 161.154683904",switch
293,416,$72.69 ,1/29/2024,"-89.0032434176, -137.5727778816",tv
294,414,$14.31 ,2/18/2024,"42.6128048128, -11.9135213568",switch
295,412,$36.55 ,10/31/2023,"-7.2387511296, 4.2398860288",tv
296,410,$71.33 ,3/2/2024,"-79.5689970688, -120.3294902272",
297,408,$70.72 ,12/31/2023,"-18.1494513664, 18.1070030848",
298,406,$27.85 ,4/3/2024,"30.7676680192, 36.2412248064",tv
299,404,$12.02 ,11/20/2023,"25.8211237888, -70.5280019456",hub
300,402,$3.01 ,8/10/2024,"-82.9709198336, 169.6640425984",cell
301,400,$10.04 ,12/8/2024,"11.8396864512, -161.9388029952",wifi
302,398,$86.76 ,1/4/2024,"-14.4230540288, 117.8308026368",switch
303,396,$0.97 ,2/22/2025,"62.7940617216, 88.0365244416",wifi
304,394,$8.21 ,6/20/2023,"27.9046673408, -156.8701299712",tv
305,392,$60.01 ,2/8/2025,"72.2322604032, 39.5847022592",
306,390,$29.27 ,4/3/2024,"-86.6184534016, 58.7946735616",switch
307,388,$24.59 ,6/1/2025,"-61.7120393216, 35.5916732416",cell
308,386,$76.23 ,3/12/2024,"3.4578225152, -168.013397504",wifi
309,384,$9.25 ,8/2/2023,"-54.6262605824, 123.1135623168",switch
310,382,$1.59 ,2/22/2025,"49.144358912, 147.846621696",hub
311,380,$44.19 ,8/15/2023,"88.8904629248, -10.3730920448",switch
312,378,$92.51 ,10/29/2024,"33.0084261888, 148.9156114432",switch
313,376,$14.93 ,3/18/2025,"25.6853890048, -107.585013248",wifi
314,374,$31.89 ,5/15/2025,"37.188466176, -112.0400883712",hub
315,372,$58.63 ,5/22/2024,"-39.7244003328, -103.0496869376",hub
316,370,$65.21 ,3/3/2024,"32.1866125312, -25.7264200704",tv
317,368,$14.58 ,2/15/2025,"58.2024351744, -4.799705088",tv
318,366,$0.86 ,6/28/2023,"-33.8615824384, 21.6918068224",wifi
319,364,$56.26 ,8/7/2024,"-73.8438354944, -49.3953564672",wifi
320,362,$97.47 ,8/12/2023,"-44.5430151168, 128.619723264",tv
321,360,$17.89 ,4/28/2025,"16.0596731904, -22.7036317696",cell
322,358,$77.08 ,7/4/2024,"58.443599872, -165.7128933376",cell
323,356,$27.95 ,11/12/2024,"70.6316879872, 123.8423199744",cell
324,354,$43.41 ,12/13/2024,"-40.8992999424, -118.693855232",switch
325,352,$15.46 ,2/3/2024,"24.1588453376, -79.8090730496",wifi
326,350,$83.60 ,8/5/2023,"-88.3829733376, 120.1546194944",tv
327,348,$57.18 ,2/22/2025,"-58.1662564352, -55.67722496",switch
328,346,$57.91 ,1/6/2025,"-84.2373814272, -125.3088799744",wifi
329,344,$50.64 ,7/10/2023,"20.486191104, -70.125133312",tv
330,342,$14.30 ,6/28/2023,"50.23831296, -80.0316750848",tv
331,340,$10.76 ,8/5/2023,"2.1055986688, -23.4539365376",wifi
332,338,$17.59 ,8/27/2023,"-60.5932094464, 1.9005824",hub
333,336,$71.21 ,4/10/2025,"-75.3588995072, -23.1341180928",tv
334,334,$6.04 ,10/27/2024,"-0.9634275328, 48.0746139648",cell
335,332,$25.49 ,9/21/2023,"86.1286744064, -94.2217800704",hub
336,330,$12.42 ,11/26/2024,"-53.0386244608, -135.3767068672",cell
337,328,$38.97 ,8/23/2023,"-18.2344013824, -0.4337014784",tv
338,326,$46.82 ,7/30/2024,"19.6157993984, -130.6432437248",switch
339,324,$25.60 ,8/19/2024,"-41.3468100608, -3.5674621952",wifi
340,322,$57.70 ,7/8/2024,"71.6402763776, 158.30334976",switch
341,320,$42.50 ,3/8/2025,"-42.128119808, -10.164894208",wifi
342,318,$29.94 ,1/22/2024,"83.4415009792, 138.2380237824",cell
343,316,$59.93 ,4/5/2024,"75.676553216, 152.50713856",switch
344,314,$53.48 ,11/6/2024,"-33.99044864, 51.1335481344",tv
345,312,$52.22 ,2/10/2025,"-6.05433344, 43.6490806272",wifi
346,310,$2.68 ,5/13/2025,"-5.3946612736, -104.5359067136",tv
347,308,$5.52 ,10/3/2023,"-34.652380672, -98.5443908608",switch
348,306,$61.74 ,4/12/2025,"-51.27301632, 66.8670257152",switch
349,304,$13.33 ,5/19/2024,"-12.3338062848, 19.3804534784",cell
350,302,$83.89 ,3/10/2025,"-36.7958595584, 91.982818816",hub
351,300,$56.19 ,1/16/2025,"3.3793913856, -129.6751327232",
352,298,$95.52 ,9/5/2024,"29.4190490624, -126.3137767424",tv
353,296,$66.31 ,2/6/2024,"37.2740815872, 89.9459982336",wifi
354,294,$65.08 ,7/13/2023,"61.78837248, -165.7058694144",wifi
355,292,$31.95 ,11/22/2023,"-39.0924756992, 96.9493472256",wifi
356,290,$73.98 ,7/25/2023,"86.7997699072, -3.7636644864",cell
357,288,$30.16 ,10/12/2023,"-82.898528768, -60.7855451136",tv
358,286,$50.56 ,11/5/2023,"43.308982784, 5.3498017792",hub
359,284,$23.53 ,2/21/2024,"-7.1994932224, -175.5223006208",hub
360,282,$44.36 ,2/18/2025,"-46.993089536, -2.4359499776",tv
361,280,$91.37 ,3/4/2025,"21.560194048, -64.4636235776",switch
362,278,$17.85 ,5/17/2025,"65.1009477632, 169.4381674496",switch
363,276,$8.48 ,5/3/2024,"83.7539469312, -9.1153708032",switch
364,274,$14.06 ,11/1/2024,"13.1298446336, -148.6683659264",cell
365,272,$88.26 ,12/23/2023,"22.672050688, 146.4036098048",switch
366,270,$70.64 ,8/24/2023,"-84.730697216, 101.9499128832",hub
367,268,$76.81 ,8/25/2023,"-33.4977087488, 17.2617136128",cell
368,266,$63.05 ,8/26/2023,"58.3796537344, 99.4250079232",wifi
369,264,$60.09 ,6/29/2024,"41.2769583104, 174.7246528512",switch
370,262,$98.55 ,10/10/2024,"62.2875370496, -87.6064226304",switch
371,260,$87.13 ,7/5/2024,"-49.5665439744, 40.676660736",switch
372,258,$26.52 ,12/11/2024,"69.713987072, -119.5738935296",switch
373,256,$18.05 ,4/14/2024,"-25.2961152, 34.0956802048",
374,254,$32.39 ,10/18/2023,"23.7529864192, 90.6915367936",tv
375,252,$2.67 ,6/3/2024,"76.2094449664, 32.5559977984",wifi
